price,freight_value
718.0,60.46
39.9,38.4
69.9,12.83
49.9,34.15
185.0,16.04
178.99,19.13
119.0,19.74
119.0,19.74
5.99,18.23
39.0,16.05
29.99,7.78
24.9,25.63
29.5,16.11
89.9,15.38
45.0,15.1
73.99,16.71
50.0,8.27
212.5,51.15
700.0,114.42
87.8,17.05
399.0,29.52
12.9,7.78
199.0,20.63
28.49,18.23
159.0,7.98
145.9,13.68
129.99,22.51
179.99,16.01
59.9,16.67
159.77,9.93
104.0,10.14
49.9,13.37
97.65,15.43
97.65,15.43
179.99,33.54
209.9,18.72
119.9,25.68
35.0,8.94
63.0,18.99
42.99,10.24
49.0,14.1
48.9,16.11
139.0,11.6
50.9,8.88
246.62,24.05
28.9,11.85
28.9,11.85
28.9,11.85
229.99,24.15
119.9,15.72
5.9,18.23
86.99,29.01
159.9,13.67
89.9,15.38
175.0,35.03
54.9,67.52
24.9,17.06
347.45,15.79
193.0,16.98
294.0,26.9
42.97,23.1
94.6,13.68
29.99,14.52
29.99,14.52
119.9,18.09
198.99,10.21
19.99,11.85
118.9,27.56
59.55,13.44
150.0,13.39
150.0,13.39
625.99,20.01
101.9,40.32
30.94,19.99
149.9,39.1
149.9,39.1
68.0,12.61
529.9,40.4
299.0,15.43
299.0,15.43
135.0,41.93
49.0,17.6
39.9,22.67
179.99,81.43
26.0,18.28
369.0,16.75
109.9,37.17
69.9,18.59
108.0,16.52
165.9,27.71
19.9,12.8
19.9,12.8
199.99,26.24
69.9,16.25
34.9,12.48
66.99,17.21
85.0,13.71
79.9,15.86
112.99,34.33
199.0,19.27
268.0,16.79
39.0,14.09
29.0,14.1
29.0,14.1
128.9,9.72
49.99,11.73
49.9,18.45
13.65,21.15
35.9,15.1
419.0,20.5
69.99,15.59
30.99,18.32
1312.0,111.21
29.9,15.11
37.5,17.6
37.5,17.6
37.5,17.6
23.9,10.96
40.0,14.1
25.99,7.78
39.99,11.81
48.9,16.79
48.9,16.79
48.9,16.79
48.9,16.79
49.0,12.79
65.0,11.95
35.0,7.78
84.9,16.56
45.0,14.1
299.0,38.78
129.99,17.16
60.0,11.15
60.0,11.15
99.0,17.94
46.99,35.67
14.9,10.96
49.0,13.43
7.63,15.11
7.63,15.11
7.63,15.11
7.63,15.11
7.63,15.11
7.63,15.11
6.0,7.39
79.99,13.58
25.0,10.96
119.9,18.09
99.0,26.77
27.5,26.61
599.99,61.11
329.9,10.82
59.0,17.98
122.9,13.2
122.9,13.2
120.0,15.59
29.0,15.1
29.0,15.1
29.99,7.39
118.9,14.56
169.99,22.9
180.0,19.36
24.9,42.38
110.99,18.66
389.9,16.48
89.99,16.88
117.9,12.83
117.9,12.83
99.0,38.53
219.9,26.38
56.99,17.31
580.27,22.76
130.0,13.93
53.79,10.83
179.9,43.72
179.9,43.72
149.0,41.33
26.9,7.78
149.0,15.79
349.9,17.2
14.31,15.1
127.0,18.47
34.9,18.59
95.0,16.43
155.9,14.11
45.9,9.34
119.9,32.44
199.9,9.75
199.9,9.75
299.9,12.71
419.9,11.75
79.9,38.11
159.99,25.61
49.9,15.1
242.0,19.82
89.99,14.38
37.49,25.63
108.9,36.39
29.9,12.69
29.9,12.69
27.9,7.87
48.0,15.11
199.0,17.15
199.0,17.15
199.0,17.15
199.0,17.15
107.0,12.25
105.0,11.62
64.9,10.55
30.5,4.22
12.9,15.23
117.3,25.66
62.79,42.47
159.9,18.37
160.0,25.96
89.9,17.88
28.99,7.46
219.0,16.28
29.0,18.23
89.9,17.34
129.9,13.35
179.0,57.92
170.0,82.35
27.9,18.23
29.99,15.1
24.9,14.1
35.0,7.78
44.9,16.79
503.34,24.88
57.0,15.15
45.6,18.23
45.6,18.23
82.9,17.83
34.99,22.18
59.0,12.23
39.0,15.23
49.0,17.67
49.0,17.67
27.99,14.1
56.99,14.15
74.0,14.83
74.0,14.83
184.1,24.09
413.91,33.77
79.9,16.32
179.9,17.97
129.89,34.71
110.99,44.63
59.9,18.7
248.99,17.5
35.0,15.23
35.0,15.23
110.0,11.38
145.0,17.19
13.5,17.06
529.9,25.42
49.77,15.79
99.99,15.91
146.99,19.13
19.99,19.33
139.77,20.17
59.9,35.74
349.9,20.43
99.99,23.5
17.9,15.23
129.99,15.98
64.99,27.74
64.99,27.74
96.9,17.93
96.9,17.93
349.0,17.19
89.99,26.25
89.99,26.25
47.6,16.79
49.0,7.6
29.99,16.79
30.0,8.72
169.9,18.99
51.0,14.11
16.17,17.63
96.0,8.79
27.99,15.23
24.5,15.1
79.0,15.43
73.35,12.85
75.0,18.41
75.0,18.41
75.0,18.41
159.9,13.78
59.9,16.05
135.0,36.27
209.9,18.72
97.77,12.18
72.99,23.09
34.99,7.78
129.9,12.0
159.49,19.0
132.0,42.95
14.99,22.85
269.0,22.72
34.9,14.52
115.99,15.66
119.9,18.09
51.0,14.67
89.9,13.65
59.9,14.87
59.9,14.87
44.9,7.78
259.0,19.09
79.0,19.52
109.9,18.02
93.0,26.73
33.0,16.32
49.99,11.85
43.0,7.72
69.9,15.24
49.9,18.23
99.9,17.95
72.0,17.75
250.0,15.35
19.9,14.1
145.0,12.51
79.99,11.17
31.0,16.05
109.99,64.14
119.9,15.59
120.0,17.28
120.0,17.28
189.9,17.09
45.0,11.85
59.0,7.39
99.99,14.43
44.49,18.23
109.9,16.4
21.8,15.1
53.9,23.31
955.0,16.1
70.0,9.7
369.0,11.4
140.0,14.56
185.49,37.38
75.0,15.28
589.0,15.62
90.0,17.07
90.0,17.07
29.9,18.31
467.0,19.3
299.0,13.59
50.0,22.17
42.0,17.6
69.9,0.0
69.9,0.0
15.9,15.79
29.5,13.47
45.6,13.47
468.0,21.38
99.9,16.95
119.9,17.4
79.9,9.16
8.85,9.34
72.9,11.9
36.9,11.85
91.49,12.6
69.99,17.12
139.0,36.63
112.0,51.91
69.9,11.99
56.99,15.15
22.99,14.1
28.9,7.46
6.5,18.23
23.49,8.27
37.5,12.79
169.99,26.03
109.9,38.32
34.9,9.34
119.0,13.41
29.0,21.15
308.0,15.91
29.0,7.39
151.72,28.01
49.9,17.63
56.99,17.83
56.99,17.83
34.9,16.32
79.99,15.31
99.0,6.57
170.3,19.07
48.9,50.85
69.99,14.07
269.0,46.34
38.4,8.06
38.4,8.06
39.9,9.03
39.9,9.03
26.5,7.78
53.0,34.17
53.0,34.17
135.0,18.38
84.9,36.14
25.0,15.79
189.9,18.17
139.99,9.73
98.9,21.18
69.99,16.74
89.0,26.92
99.0,16.45
99.9,17.78
113.4,18.07
669.0,19.44
129.99,18.16
129.0,26.98
23.99,14.1
279.9,13.86
29.99,15.1
48.9,15.56
12.0,7.39
23.7,15.1
28.0,16.32
16.99,12.48
319.0,10.98
139.9,20.22
69.0,14.79
59.9,9.34
99.0,12.19
69.9,13.97
349.9,23.6
126.99,18.6
44.9,42.76
250.0,62.49
37.0,12.92
20.0,18.63
29.9,37.84
32.9,12.48
146.92,12.53
26.9,15.1
79.9,21.05
55.0,22.1
370.0,29.44
167.99,31.93
34.99,13.5
127.0,20.62
126.49,22.19
191.0,10.08
45.0,22.06
45.0,22.06
92.8,16.35
59.9,15.17
415.17,98.94
119.0,23.6
129.9,15.61
9.9,10.96
9.9,10.96
9.9,10.96
9.9,10.96
9.9,10.96
45.99,7.39
119.9,13.86
32.5,11.85
199.9,24.2
108.9,16.39
119.99,39.79
109.9,15.06
64.89,13.47
150.0,16.02
150.0,40.04
85.9,34.91
39.9,8.88
39.9,8.88
39.99,15.1
69.99,9.34
181.0,21.76
36.9,19.32
162.5,15.89
128.3,23.22
22.32,13.5
27.9,7.46
49.9,12.65
88.9,12.65
69.99,16.74
21.99,18.0
21.99,18.0
69.8,23.07
69.99,18.37
79.9,19.53
205.0,18.14
93.9,15.41
89.0,36.93
25.99,37.09
56.99,11.9
28.49,50.85
1199.0,66.83
58.0,9.42
509.0,49.57
89.9,8.98
69.9,18.6
126.6,17.62
249.99,24.9
79.9,7.42
59.9,17.16
55.9,20.84
78.0,19.95
69.2,20.97
11.9,18.23
11.9,18.23
135.0,18.2
133.0,15.75
55.0,16.83
75.9,13.87
399.0,20.04
76.25,12.66
99.0,9.44
185.0,10.71
185.89,20.54
52.9,11.75
405.9,33.87
65.99,35.78
24.9,10.96
712.3,152.54
212.5,21.05
79.9,7.42
53.9,11.86
53.9,11.86
159.9,38.64
21.0,10.96
42.44,9.05
20.0,10.96
45.95,11.85
176.0,33.15
69.9,27.44
68.65,41.24
29.5,19.84
149.0,15.79
119.0,27.56
158.0,21.6
63.9,9.2
392.0,15.27
265.35,15.27
265.35,15.27
85.0,14.2
139.9,21.34
170.0,19.07
139.0,30.01
144.9,21.65
49.99,12.79
250.0,16.96
29.0,15.3
78.0,18.43
119.9,18.09
79.0,25.39
79.0,25.39
129.9,15.66
309.0,21.04
119.0,19.74
284.9,18.43
12.99,15.1
59.0,46.94
21.9,11.85
299.99,58.9
109.9,9.9
739.9,21.92
24.99,7.44
12.25,14.1
77.98,8.9
59.9,23.0
265.0,24.57
79.9,15.31
120.9,18.1
53.0,16.13
104.99,13.75
50.0,12.23
35.0,15.35
219.9,14.56
14.7,8.72
14.7,8.72
19.9,11.85
179.9,16.36
39.0,17.92
65.0,11.95
67.99,12.92
149.9,23.98
79.99,13.14
50.0,12.79
99.9,16.33
13.9,15.1
117.3,14.43
219.9,14.56
18.99,14.11
109.9,36.09
52.66,12.67
199.9,24.22
249.9,30.09
79.9,16.81
499.99,40.19
69.9,0.0
159.9,16.0
69.9,13.51
36.33,15.1
36.33,15.1
36.33,15.1
99.0,44.27
99.99,15.45
148.0,18.29
399.0,23.59
24.99,19.04
155.0,16.85
104.9,13.07
160.0,14.46
74.9,13.93
67.9,11.33
103.97,45.19
110.32,15.65
59.99,16.05
58.9,20.9
58.9,20.9
144.0,15.76
18.75,17.06
18.75,17.06
104.9,11.34
44.99,18.42
145.0,17.19
399.9,36.6
12.0,15.1
45.0,23.47
157.77,15.85
248.0,17.99
34.9,16.6
56.99,16.16
38.9,14.52
84.9,18.02
89.99,45.09
89.99,45.09
89.99,45.09
49.9,13.37
49.0,15.11
49.0,15.11
35.0,7.71
15.9,14.52
120.0,19.14
120.0,19.14
67.49,22.97
99.0,13.33
99.0,21.53
55.0,12.83
55.0,12.83
117.3,25.66
135.0,22.66
149.99,12.25
59.9,17.67
99.9,36.02
69.9,16.12
69.9,15.24
74.9,26.78
199.0,19.27
39.9,17.6
52.0,17.2
49.0,7.78
49.0,7.78
210.0,16.57
389.0,18.69
99.9,58.9
78.8,12.05
59.9,28.82
69.9,16.12
95.0,7.92
144.9,14.13
28.3,8.29
39.5,15.1
89.99,18.2
449.9,18.91
75.0,23.33
27.99,15.1
53.9,8.72
527.9,21.8
14.99,7.39
134.99,15.7
13.99,14.1
108.0,29.13
69.5,13.51
69.5,13.51
69.5,13.51
45.9,15.56
49.0,15.1
122.9,15.61
29.99,15.23
99.99,12.65
40.8,15.11
124.99,14.62
829.0,32.86
19.99,14.1
16.99,13.47
32.99,15.1
74.9,24.72
34.9,15.11
209.99,25.82
139.9,15.73
1299.0,52.94
49.0,15.1
74.9,13.1
74.9,13.1
149.94,21.7
149.94,21.7
149.94,21.7
118.9,14.56
69.9,12.43
56.1,13.97
59.41,9.41
59.41,9.41
24.0,7.43
78.99,17.68
24.99,7.39
28.9,19.32
69.99,7.78
58.0,25.25
20.0,15.24
12.99,12.79
109.99,15.52
18.9,15.1
173.25,23.79
95.9,31.32
95.9,31.32
99.9,16.46
99.9,16.46
129.9,19.19
25.99,20.4
36.75,18.23
848.0,23.19
599.0,38.12
230.98,12.82
13.65,17.63
59.9,17.67
27.9,15.1
99.9,17.95
155.97,16.19
56.9,18.5
9.0,16.79
98.9,9.74
89.9,19.49
79.9,11.76
149.65,26.33
38.99,11.85
149.0,21.49
34.9,16.79
89.0,34.69
37.0,16.79
64.9,7.78
72.9,27.05
94.0,22.37
94.0,22.37
94.0,22.37
15.9,16.79
209.99,27.55
131.0,25.23
110.32,7.64
250.0,50.49
189.9,18.26
209.99,36.98
199.0,60.56
34.99,9.09
388.0,23.21
108.9,10.18
78.9,26.63
69.9,12.62
298.0,49.76
149.0,23.84
75.0,22.46
24.9,20.8
277.0,19.19
69.99,16.19
52.0,17.61
39.9,14.1
69.99,19.68
9.0,7.78
186.9,26.59
38.25,13.5
32.99,22.93
42.0,15.1
40.99,14.6
118.9,37.97
52.9,14.68
193.99,25.94
32.9,17.4
74.0,9.57
89.18,8.98
49.99,16.92
42.97,9.61
40.0,15.79
204.0,12.93
348.8,16.19
59.9,11.92
77.0,18.64
99.99,15.46
23.8,21.15
34.99,13.83
69.0,15.23
139.99,22.91
79.99,17.0
79.99,17.0
35.0,9.34
59.0,16.17
69.99,14.07
27.93,8.36
56.7,22.98
37.99,20.75
89.99,17.91
79.9,19.75
99.9,22.57
69.9,20.06
35.99,15.1
12.9,16.79
59.88,18.3
77.42,8.9
117.7,15.7
89.0,13.64
89.99,7.88
119.0,46.08
39.9,16.79
39.9,16.79
46.9,18.23
86.9,5.59
73.5,55.94
39.9,15.1
39.9,15.1
285.0,23.7
219.0,16.28
24.9,7.55
42.9,19.32
26.9,18.29
49.95,18.45
49.95,18.45
29.9,14.44
39.9,12.69
143.0,38.55
177.99,18.82
109.0,21.7
21.0,22.08
49.0,25.38
49.0,25.38
49.0,25.38
92.34,47.18
199.9,28.35
49.0,7.78
24.99,7.78
76.0,18.63
139.99,36.84
41.9,15.1
99.99,18.94
37.0,50.85
119.9,44.61
29.9,73.57
24.99,37.04
76.96,16.17
56.9,17.98
149.0,17.29
72.9,16.95
29.22,19.32
229.99,22.45
99.0,16.94
149.99,17.3
75.0,16.16
75.0,16.16
148.0,13.24
399.0,13.42
41.49,17.92
74.9,12.65
1099.99,21.45
29.9,13.37
29.9,13.37
449.9,65.54
278.25,40.88
99.99,15.46
99.99,15.46
36.0,9.34
109.99,27.21
122.99,21.13
139.0,45.43
319.9,11.05
31.9,16.79
626.0,43.71
99.99,15.46
145.99,15.9
69.9,13.08
69.9,13.08
113.0,17.7
55.9,16.15
69.9,11.1
79.5,13.11
265.0,12.46
144.99,18.26
54.99,21.18
150.0,30.85
265.0,45.85
49.0,15.1
149.9,13.34
467.0,20.55
24.5,11.85
24.99,18.23
24.99,18.23
99.9,13.72
99.9,13.72
54.9,18.48
32.9,22.85
137.9,55.24
15.9,19.32
15.9,19.32
15.9,19.32
149.9,18.3
79.9,11.95
43.0,13.71
135.91,13.97
19.9,15.1
170.0,24.06
21.99,15.1
2999.89,41.84
124.88,20.06
20.3,15.1
73.35,11.9
109.9,23.35
108.9,33.21
45.9,16.11
45.9,16.11
17.9,11.85
17.9,11.85
17.9,11.85
19.9,7.78
49.0,10.96
72.0,16.75
428.0,18.51
12.5,14.1
169.99,27.33
169.99,27.33
114.9,43.21
159.99,43.32
279.9,62.94
174.0,18.5
107.99,9.11
69.0,12.61
146.99,30.17
64.99,19.64
65.99,11.78
144.99,12.22
126.52,11.51
18.9,12.48
50.9,35.68
22.32,17.09
18.99,15.65
179.99,45.72
550.0,21.73
416.5,11.27
119.9,13.14
139.9,26.21
243.0,20.94
91.4,13.66
249.9,125.84
49.98,16.6
99.99,20.19
99.99,20.19
37.99,18.23
59.9,15.52
24.9,15.1
129.95,18.79
33.25,3.81
15.9,25.39
119.9,15.72
23.95,12.47
189.9,12.66
19.9,12.48
74.99,13.1
99.9,29.1
59.49,13.54
98.99,13.95
9.0,15.23
349.9,21.42
27.9,18.23
15.9,14.1
21.99,11.85
50.0,13.37
259.99,19.26
38.17,23.28
69.9,27.87
39.9,15.11
59.9,11.03
59.9,11.03
44.9,26.89
45.0,8.82
49.9,8.72
50.0,7.78
32.0,22.94
158.9,29.28
84.99,16.35
159.9,18.37
189.9,14.35
49.0,7.39
69.9,14.6
64.9,29.21
99.99,16.95
76.25,12.66
134.9,23.81
325.0,20.38
169.0,12.68
39.99,7.78
69.9,17.92
239.9,28.0
89.99,45.09
139.99,16.74
97.77,7.55
62.0,29.54
119.0,29.54
119.9,35.0
66.0,9.21
139.99,16.85
224.8,15.32
43.99,19.5
79.0,18.43
85.0,23.17
105.0,22.6
71.9,11.73
64.9,18.33
139.0,41.95
69.9,19.4
85.0,20.08
18.9,12.48
18.99,14.52
19.9,8.27
53.89,15.26
53.89,15.26
99.99,16.95
32.9,22.16
119.8,27.16
82.9,19.77
110.0,14.52
135.0,14.54
779.99,26.47
54.0,26.33
45.9,6.2
49.0,23.24
45.9,6.2
169.9,21.75
55.0,11.46
139.9,17.41
85.0,21.08
85.0,21.08
250.0,59.61
29.99,14.52
139.9,47.93
109.99,16.53
109.99,16.53
108.9,20.0
145.0,21.46
69.9,9.34
54.9,8.72
107.61,18.0
112.0,38.21
626.0,62.24
366.4,27.84
62.99,11.73
19.99,15.1
48.99,13.71
76.89,15.61
219.99,9.73
69.99,14.24
599.99,27.59
255.0,24.1
137.5,12.46
129.99,7.77
42.1,11.32
54.9,14.13
46.0,18.42
46.0,18.42
46.0,18.42
46.0,18.42
46.0,18.42
209.99,13.37
47.65,12.79
35.99,7.78
79.9,16.81
295.0,20.17
189.0,13.98
165.99,26.0
29.0,18.37
58.99,17.66
199.89,12.6
65.0,22.39
49.8,14.1
99.9,12.4
64.99,27.51
208.9,23.33
66.9,8.88
257.6,19.05
110.9,14.86
110.9,14.86
110.9,14.86
1100.0,29.41
39.9,14.1
99.99,21.5
59.0,11.02
174.99,24.03
250.0,35.02
29.9,15.56
229.99,10.36
49.9,7.78
139.9,27.3
86.99,19.2
18.0,14.1
179.9,19.36
45.97,23.12
62.0,50.72
487.99,26.29
115.0,18.69
138.23,24.12
99.99,20.0
101.0,41.1
49.99,13.37
109.9,12.27
99.97,16.14
179.9,15.71
19.0,15.23
207.5,16.2
48.9,19.23
84.0,7.69
24.99,18.23
27.99,11.85
29.0,16.11
79.99,7.82
69.99,23.29
34.9,12.69
79.0,13.57
118.58,16.59
195.0,20.06
64.99,22.16
82.99,13.6
299.99,28.96
119.0,15.58
109.9,14.86
177.0,17.0
129.0,25.74
129.0,25.74
88.9,19.86
118.9,15.58
139.9,62.78
599.0,73.41
40.0,20.8
192.0,38.16
57.9,23.56
110.0,24.77
93.33,18.0
12.26,6.0
29.9,14.1
56.99,7.78
49.0,7.78
29.99,15.31
59.99,14.17
79.9,19.8
119.9,21.23
39.9,16.6
250.0,62.49
14.99,12.48
14.99,12.48
14.99,12.48
129.99,17.16
109.95,18.34
12.99,7.39
55.0,14.14
658.9,27.2
27.9,7.94
39.9,18.38
37.99,34.15
59.9,16.18
59.9,16.18
49.9,16.11
49.9,16.11
49.9,16.11
49.9,16.11
169.0,19.06
18.9,8.72
53.9,9.0
53.9,9.0
53.9,9.0
139.0,12.18
98.0,27.23
118.8,23.55
215.9,27.98
45.0,12.79
69.0,11.33
95.03,17.92
118.74,16.98
89.99,12.02
59.9,28.82
169.0,26.02
110.0,13.67
68.09,16.24
68.09,16.24
128.9,13.24
49.0,15.1
166.99,26.21
69.0,15.49
149.99,40.38
75.0,21.02
269.0,16.63
12.5,7.78
19.9,15.24
239.99,24.55
21.99,7.78
75.9,2.5
195.9,29.9
39.5,15.1
149.99,20.78
85.9,17.85
113.0,16.42
348.8,16.19
158.99,18.99
66.99,27.75
146.0,19.99
379.0,11.47
15.9,18.23
143.0,19.97
25.99,17.63
69.9,28.36
20.3,1.98
148.9,23.58
24.9,15.27
79.0,13.57
41.1,7.87
295.22,52.36
69.99,23.21
28.0,24.84
28.0,24.84
59.9,17.67
23.99,15.1
29.9,19.32
89.9,17.88
26.4,19.38
169.9,29.37
434.0,51.65
434.0,51.65
434.0,51.65
434.0,51.65
49.0,13.37
29.9,21.19
174.9,46.81
38.9,11.85
79.99,19.17
194.0,34.63
32.0,12.88
189.89,17.09
44.9,12.69
85.0,19.56
7.63,7.39
7.63,7.39
3109.99,74.35
99.9,15.46
29.99,14.1
15.0,22.06
13.98,24.84
120.0,44.61
99.0,33.08
29.9,15.1
399.0,56.22
399.0,56.22
399.0,56.22
399.0,56.22
399.0,56.22
89.9,12.13
40.99,9.6
40.99,9.6
58.9,14.13
19.9,10.96
118.7,22.76
15.9,10.96
125.5,16.64
69.5,14.66
18.1,27.97
12.9,5.6
129.5,16.67
41.49,9.94
99.0,45.99
52.9,22.95
59.9,17.99
17.8,7.87
19.99,16.11
649.9,31.62
59.9,12.55
49.0,17.6
109.0,21.25
79.9,9.87
1200.0,25.05
59.5,13.08
139.99,23.3
89.99,18.21
29.0,14.1
25.99,7.78
89.99,16.39
79.99,8.91
115.9,18.06
102.62,13.16
128.9,13.56
349.0,20.54
229.0,47.07
124.99,18.12
32.0,8.97
49.9,10.96
17.9,22.06
104.0,26.22
78.0,26.22
22.49,22.85
139.0,19.07
69.99,74.44
69.99,74.44
89.9,29.03
16.9,7.78
299.0,60.64
319.0,10.98
112.8,21.28
46.0,18.23
99.0,13.27
53.69,9.1
74.9,12.65
38.0,22.93
79.9,17.0
79.9,17.0
146.0,15.77
559.99,54.64
35.0,17.92
59.99,22.92
53.9,21.35
28.99,18.3
28.99,18.3
101.9,16.34
179.0,51.75
159.99,40.45
149.0,31.79
117.47,12.32
129.99,17.16
129.0,31.21
278.0,16.7
129.0,15.65
180.0,16.01
31.9,8.11
16.9,7.94
339.9,24.92
43.9,17.09
39.0,12.79
49.0,21.15
199.99,16.15
119.99,20.08
47.99,15.1
99.99,8.11
21.52,23.3
73.8,12.96
73.8,12.96
37.99,14.11
40.0,11.85
119.9,15.59
149.9,14.07
29.3,7.39
29.3,7.39
41.3,15.1
20.3,15.1
115.0,13.25
89.9,11.24
47.9,16.11
180.0,35.06
23.99,15.1
590.0,22.01
28.99,15.1
179.99,27.58
56.99,8.72
22.0,15.1
22.0,15.1
39.9,11.85
129.9,18.16
8.49,7.87
43.9,38.58
119.9,13.57
69.9,8.47
180.99,21.17
49.9,7.61
233.5,42.39
39.9,12.69
23.9,8.72
137.9,20.21
139.33,13.23
13.7,15.23
15.9,19.38
15.9,19.38
39.9,9.69
32.9,3.88
159.9,23.44
49.9,18.23
54.9,16.14
49.9,7.61
49.9,7.61
148.8,8.3
49.0,17.67
148.7,37.44
129.0,22.83
122.99,9.06
97.44,17.12
99.0,16.32
109.99,16.4
109.99,16.4
158.7,16.87
113.0,12.0
59.9,17.67
59.9,17.67
29.9,15.79
29.9,15.79
9.99,7.39
9.99,7.39
9.99,7.39
18.9,12.48
499.9,27.06
149.99,16.81
49.99,7.78
190.0,16.43
89.9,15.39
39.9,14.1
39.9,14.1
49.0,7.78
115.0,9.16
29.99,15.1
19.99,14.1
213.9,19.38
213.9,19.38
213.9,19.38
213.9,19.38
104.0,14.9
29.99,15.23
120.9,45.69
27.9,18.23
249.99,18.0
895.0,44.11
95.9,23.25
59.2,17.98
99.9,11.9
112.99,14.54
79.99,16.81
49.0,13.41
49.0,13.41
97.0,21.98
318.0,13.73
29.0,11.85
15.9,15.23
34.9,16.79
145.0,21.46
34.99,11.85
150.4,23.76
89.0,37.92
550.0,19.82
48.99,22.27
66.9,13.49
93.5,17.09
44.9,16.11
44.9,16.11
34.9,18.34
119.9,13.18
43.9,11.74
169.0,57.66
49.9,20.99
345.0,123.8
99.9,29.9
1599.0,115.21
249.9,78.77
139.9,18.55
48.0,12.69
17.9,15.1
44.99,13.08
94.9,17.91
99.9,13.04
99.9,13.04
69.9,13.85
69.9,13.85
179.9,28.21
15.99,9.0
15.99,9.0
24.4,11.85
29.9,22.28
179.9,38.68
79.9,23.21
510.0,70.44
184.0,19.39
45.99,16.51
79.0,12.26
64.9,16.21
79.0,12.05
199.98,16.15
89.99,16.39
89.99,16.39
69.9,16.25
145.9,18.9
198.0,20.08
34.99,14.11
54.99,18.26
45.9,15.56
69.9,11.88
69.9,11.88
69.9,18.06
168.98,15.94
199.0,18.64
160.0,14.85
160.0,14.85
146.0,15.77
89.0,14.37
49.99,44.81
34.9,16.6
149.94,25.36
149.94,25.36
149.94,25.36
149.94,25.36
149.94,25.36
39.9,16.79
26.9,16.79
53.9,8.11
99.99,23.28
519.9,25.24
41.1,7.87
53.99,14.13
249.99,13.14
135.0,30.48
19.9,13.48
329.9,11.72
19.9,15.1
329.9,17.99
84.99,15.35
53.99,8.29
80.0,8.68
79.08,17.8
79.9,16.32
13.3,18.23
49.9,18.45
68.9,22.41
26.54,8.88
49.9,13.71
49.9,13.71
49.9,13.71
49.9,13.71
75.0,15.28
185.99,10.12
35.0,14.1
46.0,22.25
109.9,18.05
299.99,22.9
19.9,10.96
48.0,11.74
119.9,12.23
29.9,9.09
29.9,9.09
29.9,9.09
170.0,30.44
99.9,26.84
229.0,20.79
130.0,23.45
154.0,13.52
129.99,15.66
27.9,14.1
59.99,18.22
53.9,17.63
56.99,16.16
36.9,12.69
36.9,12.69
36.9,12.69
214.9,38.44
459.08,18.97
299.99,19.38
99.9,17.95
99.9,36.02
43.99,16.79
24.99,16.79
176.0,15.4
78.0,15.3
133.71,29.34
239.0,14.11
1149.9,23.81
53.9,0.0
53.9,0.0
149.9,9.24
138.9,14.74
149.08,18.84
31.99,14.11
209.0,8.88
349.9,93.45
205.0,26.27
89.9,16.39
79.99,13.9
49.9,15.79
52.5,8.11
98.99,15.8
250.0,30.12
250.0,30.12
35.0,7.51
105.6,15.67
79.9,23.71
59.9,9.94
99.99,17.95
179.0,45.71
99.9,25.73
1380.0,35.8
47.59,16.79
49.0,8.5
219.99,17.17
30.49,11.98
30.49,11.98
39.99,0.01
254.97,19.66
98.0,15.45
18.9,10.96
25.9,14.52
86.9,21.1
97.9,15.44
92.9,24.86
24.99,8.72
36.49,15.1
59.9,18.3
38.8,7.78
24.99,22.06
29.99,22.06
28.8,16.39
35.0,15.1
99.99,17.95
99.0,17.94
115.7,8.97
37.0,13.84
37.0,13.84
159.99,27.2
89.99,22.95
314.9,14.64
58.99,15.16
69.9,17.77
28.9,3.94
21.9,26.26
19.9,12.48
13.65,7.39
133.0,43.21
69.0,16.92
69.0,16.92
9.0,18.23
122.99,15.61
69.99,18.59
49.9,17.19
44.55,7.3
59.22,14.32
199.9,14.23
59.9,16.39
59.9,16.39
47.88,25.63
18.99,7.78
50.0,16.79
29.9,14.52
59.0,12.75
69.9,16.76
56.9,13.42
79.0,22.37
59.9,13.44
52.82,2.69
105.6,26.86
37.9,23.28
131.99,25.71
74.0,14.83
118.9,22.76
49.8,7.39
449.0,16.89
137.0,7.98
20.0,14.44
359.0,11.26
99.99,17.14
60.03,15.52
28.99,11.74
28.99,11.74
28.99,11.74
28.99,11.74
28.99,11.74
44.9,17.16
44.9,17.16
44.9,17.16
44.9,17.16
44.9,17.16
48.9,4.8
378.0,20.75
174.9,18.06
36.99,15.1
89.18,8.98
49.9,16.11
339.0,10.57
110.0,8.88
48.9,16.11
169.99,15.18
165.0,15.91
39.9,14.52
159.98,49.49
28.28,16.11
14.9,15.1
24.99,15.1
117.4,16.79
209.9,18.21
142.99,21.14
142.99,21.14
142.99,21.14
142.99,21.14
69.9,13.08
29.4,11.74
123.0,0.25
59.9,37.3
59.9,37.3
89.9,15.38
79.5,15.77
74.9,16.28
64.9,7.78
189.0,18.57
189.0,18.57
49.0,23.14
230.0,15.78
64.9,25.33
99.9,32.5
65.0,7.78
654.9,23.55
35.0,15.35
148.0,17.78
59.0,7.67
29.99,12.87
114.9,16.01
139.0,13.62
48.3,17.92
48.3,17.92
99.9,11.31
10.6,11.85
65.0,15.2
65.0,15.2
219.99,53.89
19.9,42.38
22.0,17.63
89.9,13.65
98.99,34.49
99.9,13.72
19.98,9.34
94.9,21.15
94.9,21.15
35.0,8.9
98.9,14.99
34.9,11.85
89.99,13.75
84.89,18.47
44.0,23.11
35.9,14.11
19.99,22.07
49.9,13.69
128.0,16.87
113.85,23.38
