geolocation_lat,geolocation_lng,seller_zip_code_prefix,seller_city,seller_state
-22.73824150585765,-46.8958585777586,13920,pedreira,SP
-23.552512530494816,-51.46349357996916,86800,apucarana,PR
-23.464698537884477,-46.54732435567544,7062,guarulhos,SP
-27.082320621703506,-48.93028666250217,88351,brusque,SC
-23.522975748542905,-46.33702048557326,8550,poa,SP
-23.56625832001269,-46.51841724632121,3471,sao paulo,SP
-23.41000679702781,-51.88262571961486,87047,maringa,PR
,,82040,curitiba,PR
-20.80243626346376,-49.39562406741489,15025,sao jose do rio preto,SP
-20.146615317146374,-44.892591683425806,35500,divinopolis,MG
-22.760477687572443,-47.41281121951772,13450,santa barbara d´oeste,SP
-29.92327422093021,-51.16155342258625,92025,canoas,RS
-23.27791979536116,-47.29777730942436,13310,itu,SP
-26.285093458703344,-48.87010250956512,89217,joinville,SC
-22.9294881423121,-47.56826980444118,13375,mombuca,SP
-23.66148702746846,-46.56416174311855,9628,sao bernardo do campo,SP
-23.467741734270515,-46.87766497864536,6539,santana de parnaiba,SP
-25.508669747227305,-49.33026677895873,81350,curitiba,PR
-23.33472238190318,-51.14522312378098,86040,londrina,PR
-20.506793628480604,-47.40773763671002,14405,franca,SP
-19.46361254830593,-44.24441403023008,35700,sete lagoas,MG
-21.11244619821393,-45.83234349689595,37165,campo do meio,MG
-24.709844492474502,-53.75003279931422,85904,toledo,PR
-23.5214492199589,-46.17673150042012,8780,mogi das cruzes,SP
-23.187084388467,-46.8516474016882,13219,jundiai,SP
-22.21755985747781,-49.93997427233191,17509,marilia,SP
-3.780360995008341,-38.54431954524207,60741,fortaleza,CE
-23.540988782128203,-46.56475255635056,3311,sao paulo,SP
-22.47209221623169,-47.459789454545096,13490,cordeiropolis,SP
-18.952782820705167,-48.22771100805008,38410,uberlandia,MG
-16.33674884233032,-48.95262089320569,75123,anapolis,GO
-21.174925033585303,-47.7686162776848,14092,ribeirao preto,SP
-20.83841198142741,-49.38082796951136,15085,sao jose do rio preto,SP
-23.606158440567068,-46.69703876815752,4578,sao paulo,SP
-30.04023920511851,-51.16414789716661,91310,porto alegre,RS
-22.886098638900197,-43.3108898963299,20756,rio de janeiro,RJ
-23.540299470713855,-46.66278360519932,1233,sao paulo,SP
-23.523367358589653,-46.46705568665242,8223,sao paulo,SP
-23.693985995008337,-46.70188324132953,4782,sao paulo,SP
-25.34347077721826,-49.227809047574894,83402,colombo,PR
-23.68008452677597,-46.62410537301638,9920,diadema,SP
-22.726257875353635,-47.63781138952056,13419,piracicaba,SP
-22.90970975575626,-43.17132226977895,20021,rio de janeiro,RJ
-23.42932935268456,-47.50644636159242,18072,sorocaba,SP
-22.75967282783305,-47.364736674563375,13456,santa barbara d oeste,SP
-22.73824150585765,-46.8958585777586,13920,pedreira,SP
-23.387311444268136,-51.44520034138108,86702,arapongas,PR
-22.498182754371285,-44.12361371579433,27277,volta redonda,SP
-21.858555070695942,-47.48403458197557,13660,porto ferreira,SP
-26.89920664224707,-49.08352347071387,89030,blumenau,SC
-23.62704363918865,-46.79980025520799,6787,taboao da serra,SP
-23.01133469499096,-43.45025641534424,22790,04482255,RJ
-21.204108401787465,-50.45286394468003,16072,aracatuba,SP
-25.507716226437072,-49.2659152738391,81830,curitiba,PR
-16.693725048085238,-49.277800778857326,74210,goiania,GO
-21.301705697260985,-50.33198634467411,16200,birigui,SP
-23.47779747737896,-47.48145219317328,18070,sorocaba,SP
-22.42880507067007,-46.569550269431765,37580,monte siao,MG
-22.88093166586252,-47.068424969313,13073,campinas,SP
-26.02136726871851,-48.851805442616914,89248,garuva,SC
-16.564400117713785,-45.98198595939098,38650,bonfinopolis de minas,MG
-22.630409321010436,-47.20184824565054,13150,cosmopolis,SP
-21.174925033585303,-47.7686162776848,14092,ribeirao preto,SP
-21.1419615015292,-48.97287469954993,15800,catanduva,SP
-23.537982300854097,-46.64927618235323,1215,sao paulo,SP
-22.827869999999997,-43.01969625000001,24451,sao goncalo,RJ
-23.661877777684808,-46.65707556272721,4386,sao paulo,SP
-23.59582246486437,-46.77691311261302,5547,sao paulo,SP
-22.84727502827443,-43.27388796588767,21070,rio de janeiro,RJ
-21.799403368591747,-46.50732673145176,37706,pocos de caldas,MG
-22.80395133423044,-42.96490045553483,24725,sao goncalo,RJ
-22.559120480675748,-47.16516839542564,13160,artur nogueira,SP
-23.959748294477464,-46.31359166374292,11015,santos,SP
-23.581842935887803,-46.60117984194124,4209,sao paulo,SP
-19.97007559893824,-43.97959527560735,30575,belo horizonte,MG
-23.466737282854947,-46.90460432628395,6513,santana de parnaiba,SP
-22.92931946221692,-43.23596118471042,20520,rio de janeiro,RJ
-7.115545623925199,-34.8557625,58030,joao pessoa,PB
-22.371028644611588,-48.38528974062769,17300,dois corregos,SP
-26.417275647222727,-48.756934054286376,89245,araquari,SC
-23.542757999999992,-46.64547398167813,1220,sao paulo,SP
-30.00731246906908,-51.19422244408211,90230,porto alegre,RS
-25.52257554902293,-49.09714820041269,83075,sao jose dos pinhais,PR
-19.81011863229108,-43.98472732006267,31570,belo horizonte,SP
-21.12574332854103,-42.92260482854105,36500,uba,MG
-29.681469082819493,-51.13042979447871,93310,"novo hamburgo, rio grande do sul, brasil",RS
-25.11134715283512,-50.14605173867332,84035,ponta grossa,PR
-25.472734941716197,-49.30563836747645,80330,curitiba,PR
-26.270855620639093,-48.86166604614817,89218,joinville,SC
-27.42517433269942,-48.426350651572776,88056,floranopolis,SC
-20.889600826708687,-49.57165655226015,15155,jaci,SP
-22.828654864562257,-47.267296160568925,13170,sumare,SP
-25.516321166801344,-49.12281815098963,83070,sao jose dos pinhais,PR
-23.68011442853022,-46.4524537436668,9350,maua,SP
-24.085551215965108,-54.2456640799958,85980,guaira,PR
-23.51661167998731,-46.59476458159733,2118,sao paulo,SP
-23.199958288100813,-45.90849172981701,12242,sao jose dos campos,SP
-20.825998802613157,-41.13645175016037,29313,cachoeiro de itapemirim,ES
-21.21594896945095,-47.59002511568736,14150,serrana,SP
-23.50729011019097,-46.75750702914189,5108,sao paulo,SP
-23.32035841509884,-51.38586195252106,86604,rolandia,PR
-23.643335839027035,-46.66315536095557,4360,sao paulo,SP
-22.906489452680457,-43.60277467929481,23062,rio de janeiro,RJ
-23.528716250620374,-46.62026515958797,3029,sao paulo,SP
-23.615894933666112,-46.63983101249348,4054,sao paulo,SP
-20.50410692238407,-43.858586415220174,36415,congonhas,MG
-20.77693393507797,-49.38713234157808,15046,sao jose do rio preto,SP
-23.58374909221269,-46.73472062372479,5537,sao paulo,SP
-23.13303983152522,-46.568457780599005,12943,atibaia,SP
-23.711999038621556,-46.85931236190325,6852,itapecerica da serra,SP
-25.62202018911059,-49.17068428539589,83091,sao  jose dos pinhais,PR
-23.501058123111395,-47.46835501559965,18035,sorocaba,SP
-23.279657630556585,-47.6618565754143,18550,boituva,SP
-22.71683928585045,-47.65736585405934,13405,piracicaba,SP
-23.58620844962204,-46.53589144310119,3275,sao paulo,SP
-20.53193450696372,-47.399446711253766,14400,franca,SP
-28.03172040884407,-48.62388672140172,88495,garopaba,SC
-30.03215040714993,-51.2325516998384,90010,porto alegre,RS
-21.942739057367696,-50.52301704823943,17604,tupa,SP
-23.520506699694156,-46.53515188245142,3612,sao paulo,SP
-23.4354855545329,-46.79097199417163,5268,sao paulo,SP
-21.858555070695942,-47.48403458197557,13660,porto ferreira,SP
-23.54279940605341,-46.595165217323526,3059,sao paulo,SP
-23.323581622627877,-46.571516434161296,7600,mairipora,SP
-23.58202355453289,-46.62322245045877,1547,sao paulo,SP
-22.917053295025724,-47.061757854838746,13041,campinas,SP
-21.91315599927055,-49.90005861403283,16480,guaimbe,SP
-28.599674794891307,-51.78893967854048,95360,parai,RS
-21.78761366528708,-50.87213184519997,17700,osvaldo cruz,SP
-23.705450443973447,-46.58385800553772,9862,sao bernardo do campo,SP
-21.799403368591747,-46.50732673145176,37706,pocos de caldas,MG
-21.62189489518194,-42.10129524956613,28495,aperibe,RJ
-20.146615317146374,-44.892591683425806,35500,divinopolis,MG
-23.54516769470249,-46.63224867958328,1021,sao paulo,SP
-21.936588293449766,-50.52238400033537,17605,tupa,SP
-25.46921399278664,-49.29393514695028,80610,curitiba,PR
-23.498115496249092,-47.51679150000001,18053,sorocaba,SP
-28.621531461000867,-49.023995719014565,88715,jaguaruna,SC
-23.422194813273112,-51.43376667120238,86707,arapongas,PR
-22.75604232652301,-43.45465536177899,26210,nova iguacu,RJ
-23.539824031911863,-46.434679443937874,8250,sao paulo,SP
-20.33161263550869,-40.27958609200332,29101,vila velha,SP
-21.787360438801997,-48.19339828795659,14801,araraquara,SP
-23.694369129061094,-46.53028316527214,9182,santo andre,SP
-26.332309917017685,-48.821610195394975,89210,joinville,SC
-22.792785003606685,-47.08550995989381,13085,campinas,SP
-22.84727502827443,-43.27388796588767,21070,rio de janeiro,RJ
-23.444148887039063,-46.50655197737896,7194,guarulhos,SP
-21.74279595920133,-43.34733210115995,36052,juiz de fora,MG
-22.900055909515867,-43.5630434682037,23080,rio de janeiro,RJ
-20.28106922622964,-49.20926164154711,38230,fronteira,MG
-21.46284342229134,-49.21918836311204,14960,novo horizonte,SP
-23.821237436073822,-47.71739093523898,18185,pilar do sul,SP
-21.311150026298016,-49.0511614229539,15840,itajobi,SP
-23.437975269077903,-51.91385959802448,87050,maringa,PR
-23.70689244546711,-46.69166124271453,4815,sao paulo,SP
-20.360647716191004,-40.36954639525296,29142,cariacica / es,ES
-21.09824838987834,-44.11780662646351,36320,prados,MG
-27.59598577448037,-48.54618547457063,88020,florianopolis,SC
-22.01139055955482,-47.886487092764376,13560,sao carlos,SP
-23.9678895545329,-46.34412123980033,11065,santos,SP
-23.464295023583936,-46.32874959104104,8598,itaquaquecetuba,SP
-3.903995475046312,-40.74463854634254,62170,mucambo,CE
-25.371132577664817,-49.18125077989034,83409,colombo,PR
-22.38438072912452,-47.586364840844695,13504,rio claro,SP
-21.7664768468313,-48.83154737836604,14940,ibitinga,SP
-29.159003201842477,-51.49977005197258,95705,bento goncalves,RS
-23.60143752899768,-46.644092916180966,4041,sao paulo,SP
-23.014906457628143,-45.55074777537135,12080,taubate,SP
-25.4439745033258,-49.32947681717858,81210,curitiba,PR
-23.437975269077903,-51.91385959802448,87050,maringa,PR
-23.306545499567303,-51.15347141909516,86026,londrina,PR
-23.54499336358131,-46.65968022344037,1244,sao paulo,SP
-16.718833477927223,-43.8691627456287,39400,montes claros,MG
-25.43585833749783,-49.22158276824976,82810,curitiba,PR
-23.621229639188645,-46.66566413488948,4613,sao paulo,SP
-23.67148457186524,-46.580934667739065,9694,sao bernardo do campo,SP
-24.011288218359883,-46.41873374429398,11701,praia grande,SP
-23.40802531933689,-46.47133305879546,7152,guarulhos,SP
-29.915258224808355,-51.18616902904408,92310,canoas,RS
-25.397971942264448,-49.24103753690352,82510,curitiba,PR
-20.721937677884224,-42.86601159708953,36570,vicosa,MG
-22.88857483236194,-47.04416083236194,13090,campinas,SP
-23.512398244791992,-46.4077896135092,5201,sao paulo,SP
-23.58067325143878,-46.591568341608856,3126,sao paulo,SP
-22.86881073397188,-43.2496625858511,21041,rio de janeiro,RJ
-25.38337265556421,-49.27019338449105,82130,curitiba,PR
-8.758144193086961,-63.8879729934964,76804,porto velho,RO
-12.999676661953911,-38.52950608006811,40130,salvador,BA
-21.592175195884263,-46.89389599036144,13720,sao jose do rio pardo,SP
-19.95991559942468,-44.03863273842622,32260,contagem,MG
-26.23309163375265,-52.67355012674504,85501,pato branco,PR
-21.12573618818162,-44.255521629061086,36301,sao joao del rei,MG
-21.1894024299152,-47.79295570344507,14091,ribeirao preto,SP
-22.133927157857254,-51.36875322173029,19042,presidente prudente,SP
-23.554576919483395,-46.2109027377433,8743,mogi das cruzes,SP
-22.609707785965465,-43.7136934532079,26600,paracambi,RJ
-23.25718023729017,-47.35604676504709,13312,itu,SP
-22.596440207291085,-46.71196868822353,13930,serra negra,SP
-20.762044138028838,-49.36125669828399,15052,sao jose do rio preto,SP
-23.62105546378897,-46.56510050291419,9541,sao caetano do sul,SP
-23.56851813765943,-46.65191532569683,1420,sao paulo,SP
-23.548781693029053,-46.65745981155857,1239,sao paulo,SP
-22.72880404359728,-47.63173831975289,13418,piracicaba,SP
-22.689712550377955,-46.98249303136359,13820,jaguariuna,SP
-23.57230126005544,-46.65200020136758,4001,sao paulo,SP
-22.33137826421038,-49.096775499711526,17051,bauru,SP
-20.84380119949777,-49.36891118527178,15081,sao jose do rio preto,SP
-23.620177114796054,-46.551804125504944,9550,sao caetano do sul,SP
-26.487035474897464,-49.071400994171626,89256,jaragua do sul,SC
-23.507503407438392,-46.654613565497165,2523,sao paulo,SP
-23.5577699686364,-46.705380296699154,5462,sao paulo,SP
-25.34346492470953,-49.16327640658161,83411,colombo,PR
-26.79317696058101,-49.10149805355832,89069,blumenau,SC
-21.76282506633389,-43.34295644532287,36010,juiz de fora,SP
-23.62533942270183,-46.62021748765076,4154,sao paulo,SP
-22.151825919042423,-42.41811005150162,28660,bom jardim,RJ
-7.18643737255709,-35.681389826599464,58385,serra redonda,PB
-21.7664768468313,-48.83154737836604,14940,ibitinga,SP
-25.43880303497028,-49.22994083568014,82800,curitiba,PR
-23.63058688480546,-46.61784924409308,4133,sao paulo,SP
-23.45847600721336,-46.6916433949449,2851,sao paulo,SP
-26.245495127938263,-48.634314956564246,89240,sao francisco do sul,SC
-23.46712354010617,-46.554768775463096,7052,guarulhos,SP
-20.38385571872436,-40.322682629277,29104,vila velha,ES
-22.11977778756728,-51.38167544559502,19010,presidente prudente,SP
-19.92491906303673,-44.16694140448337,32672,betim,MG
-23.55001132944774,-46.64818240521669,1303,sao paulo,SP
-23.667425878313043,-46.68567454056232,4676,sao paulo,SP
-23.58452319555432,-46.51460627909786,3910,sao paulo,SP
-25.4400884207686,-49.34526604939701,81200,curitiba,PR
-23.71719840652404,-46.395777768729744,9411,ribeirao pires,SP
-25.48015350874257,-49.29687243020366,81070,curitiba,PR
-25.221893045911816,-50.59484314673367,84430,imbituva,PR
-25.879391743627053,-48.61948177812689,83280,guaratuba,PR
-30.0671587507646,-51.1688040863292,91520,porto alegre,SP
-23.58732199832657,-46.71691465762608,5615,sao paulo,SP
-5.139654791009783,-42.7491852873246,64033,teresina,PI
-23.62343730030584,-46.6087736575105,4164,sao paulo,SP
-30.0222114410237,-51.15161116293486,91360,porto alegre,RS
-20.531151999894856,-47.43366787318517,14406,franca,SP
-26.7286991677439,-53.51449582910278,89900,sao miguel d'oeste,SC
-23.279657630556585,-47.6618565754143,18550,boituva,SP
-23.118713999999997,-46.537147034380986,12941,atibaia,SP
-23.221431461827063,-45.888163895493165,12230,sao jose dos campos,SP
-23.521078528228543,-47.138172429386366,18132,sao roque,SP
-23.66246075422907,-51.36170643202616,86820,california,PR
-23.50663459838998,-46.442126210658415,8020,sao paulo,SP
-21.760806096824155,-48.17228519205648,14802,araraquara,SP
-23.422313378296494,-46.520062240348594,7135,guarulhos,SP
-21.937340463741933,-50.51213791271501,17600,tupa,SP
-23.48576555759132,-46.67394941548847,2562,sao paulo,SP
-23.8090985264526,-50.1376106059037,84920,japira,PR
-22.886944522072778,-43.30459252553521,20751,rio de janeiro,RJ
-15.79596441541089,-47.91128271960153,70610,brasilia,DF
-23.66875959201334,-46.53653409354255,9190,santo andre,SP
-25.548584861815545,-54.58121020316589,85851,foz do iguacu,PR
-23.014906457628143,-45.55074777537135,12080,taubate,SP
-23.71688471949829,-46.54199108267673,9780,sao bernardo do campo,SP
-22.56835042131686,-47.44743947974489,13483,limeira,SP
-22.81344361844933,-47.17188935591158,13180,sumare,SP
-23.491089052455425,-46.5850818805182,2215,sao paulo,SP
-23.43567309991361,-46.38032799842931,8583,itaquaquecetuba,SP
-22.24089188402516,-42.5246776679957,28633,nova friburgo,RJ
-22.86269660648672,-43.46837099999999,21862,rio de janeiro,RJ
-23.67774108964741,-46.66864662392521,4438,sao paulo,SP
-23.548877507357595,-46.51772421495759,3521,sao paulo,SP
-19.91953334886612,-43.93684688980902,30120,belo horizonte,MG
-20.746977035601056,-46.7490234241636,37975,itau de minas,MG
-23.525103133365025,-46.51764616148771,3654,sao paulo,SP
-21.729309223700177,-43.34147826034389,36050,juiz de fora,MG
-27.60731306466045,-48.59058002775691,88085,florianopolis,SC
-23.47846082653355,-46.74780027254892,5171,sao paulo,SP
-21.301705697260985,-50.33198634467411,16200,birigui,SP
-20.707432880919285,-44.83297587464295,35540,oliveira,MG
-19.87728758806303,-43.90111534483172,34710,sabara,MG
-22.817219015430805,-50.792409140572026,19865,pedrinhas paulista,SP
-23.723129438830654,-46.557639356367936,9810,sao bernardo do campo,SP
-19.811416212591677,-43.968963237030366,31510,belo horizonte,MG
-23.510081986121538,-46.65907867000398,2515,sao paulo,SP
-20.42166389708112,-49.96336392178048,15500,votuporanga,SP
-22.09785593377639,-51.40156940368525,19025,presidente prudente,SP
-22.61429565168213,-47.06761188787577,13825,holambra,SP
-23.551706513599484,-46.260979398542325,8752,mogi das cruzes,SP
-28.940918963179666,-49.49582082677826,88901,ararangua,SC
-25.428798209273445,-49.19005993003079,83324,pinhais,PR
-23.52019456333894,-46.593538927981854,2117,sao paulo,SP
-23.625773999999996,-46.56855299278663,9540,sao caetano do sul,SP
-23.6442788484621,-46.66304850360666,4361,sao paulo,SP
-23.54250072967277,-46.57631077214489,3306,sao paulo,SP
-23.35069393173468,-51.16308555117244,86047,londrina,PR
-23.59312204848402,-46.60717255913425,4213,sao paulo,SP
-21.174925033585303,-47.7686162776848,14092,ribeirao preto,SP
-21.216210904524203,-47.81828973980032,14026,ribeirao preto,SP
-21.301705697260985,-50.33198634467411,16200,birigui,SP
-23.54196785483874,-46.68191419135562,1254,sao paulo,SP
-16.66317182695635,-49.3078833373604,74435,goiania,GO
-23.539494799586286,-46.63284391414975,1026,sao paulo,SP
-22.74138956806041,-43.447926628659445,26020,nova iguacu,RJ
-23.42207596280801,-46.49318406994056,7140,guarulhos,SP
-30.01769047489746,-51.19121208090485,90560,porto alegre,RS
-23.54672346932889,-46.57400131986845,3307,sao paulo,SP
-23.48381025284207,-46.69528157314321,2804,sao paulo,SP
-22.564590914795996,-47.40315315223038,13480,limeira,SP
-23.01133469499096,-43.45025641534424,22790,rio de janeiro,RJ
-24.62607449710844,-54.230496748554216,85948,pato bragado,PR
-28.28944621405989,-52.79412331824494,99500,carazinho,RS
-15.904068315827542,-46.09864010513806,38680,arinos,MG
-22.5567717701264,-47.91123662245614,13520,sao pedro,SP
-27.82214624923539,-50.34177358422306,88504,lages,SC
-23.603187216486816,-46.62096322009347,4122,sao paulo,SP
-23.656676689970634,-46.44420755410021,9320,maua,SP
-23.54377251788917,-46.6482729970858,1223,sao paulo,SP
-21.858555070695942,-47.48403458197557,13660,porto ferreira,SP
-23.548007803126943,-46.8485750585056,6365,carapicuiba,SP
-25.90304171673461,-53.46746806886998,85640,ampere,PR
-20.146615317146374,-44.892591683425806,35500,divinopolis,MG
-19.926141851520523,-43.93684827200066,30180,belo horizonte,MG
-25.533552342489493,-49.18726902068778,83010,sao jose dos pinhais,PR
-23.539494799586286,-46.63284391414975,1026,sao paulo,SP
-20.08212660423176,-44.5732983518722,35680,itauna,MG
-23.97955012822438,-46.20319341923938,11443,guaruja,SP
-23.53638432361936,-46.57920289454089,3065,sao paulo,SP
-27.68775442656832,-48.48827427364544,88063,florianopolis,SC
-23.54331467943905,-46.52124670344508,3533,sao paulo,SP
,,91901,porto alegre,RS
-22.438121280598992,-46.973524736049406,13800,mogi mirim,SP
-26.270134671231133,-48.80876106346335,89224,joinville,SC
-27.288614821408185,-50.57696646191445,89520,curitibanos,SC
-15.830932016803072,-48.0110489635657,71906,brasilia df,DF
-21.69216794221008,-45.25804903964345,37410,tres coracoes,MG
-23.651114842510157,-46.75521082321932,5849,sao paulo,SP
-3.723672446852087,-38.59178942714525,60346,fortaleza,CE
-23.57034735804139,-46.65315099653755,1403,sao paulo,SP
-23.496255366639726,-46.68632056549718,2727,sao paulo,SP
-23.18093790397594,-45.86936250721335,12215,sao jose dos campos,SP
-23.51937483109403,-46.19269037743349,8710,mogi das cruses,SP
-23.486109347919744,-46.66826821319252,2565,sao paulo,SP
-23.631438405216706,-46.58678453580699,4256,sao paulo,SP
-22.8475181626464,-47.03552279669915,13088,campinas,SP
-22.904356478404523,-47.1755015158131,13185,hortolandia,SP
-23.62358155176294,-46.61056007369148,4160,sao paulo,SP
-19.941422270327216,-43.932338543308816,30310,belo horizonte,MG
-23.377396999935016,-51.93100618003307,87025,maringa,PR
-22.888943895089135,-43.28086938426911,20771,rio de janeiro,RJ
-23.112774381969185,-46.5488845105504,12940,atibaia,SP
-27.154606768453945,-48.56986624316197,88210,porto belo,SC
-24.72968994426537,-53.742043512648245,85900,toledo,PR
-22.181007751312865,-49.963543554532905,17511,marilia,SP
-25.454342472387303,-49.22258337676727,82940,curitiba,PR
-19.4780955431646,-42.55679483097696,35162,ipatinga,MG
-29.11864025625293,-51.12974418075046,95059,caxias do sul,RS
-28.441292588033853,-48.81048578952161,88790,laguna,SP
-22.73824150585765,-46.8958585777586,13920,pedreira,SP
-23.48535959449485,-46.624283978908174,2407,sao paulo,SP
-22.917053295025724,-47.061757854838746,13041,campinas,SP
-23.120273860118864,-46.56362790244673,12942,atibaia,SP
-21.774629799712297,-43.32454521181547,36071,juiz de fora,MG
-23.556926913670807,-46.6615417904381,1310,sao paulo,SP
-21.123155999999945,-44.017743499999966,36213,dores de campos,MG
-23.55911865889549,-46.75165994171618,5353,sao paulo - sp,SP
-23.49592311073923,-46.66043045184373,2532,sao paulo,SP
-23.626053031363607,-46.554888478215695,9560,sao caetano do sul,SP
-22.357155798358097,-47.4052921218512,13603,araras,SP
-21.509586615033808,-46.19306760971549,37142,divisa nova,MG
-23.485253731057767,-46.73312974854289,5138,sao paulo,SP
-23.45576545628714,-46.569519172773965,7071,guarulhos,SP
-23.66721675288362,-46.49913206319721,9111,santo andre,SP
-23.50436812822437,-47.46615628434992,18040,sorocaba,SP
-22.792785003606685,-47.08550995989381,13085,campinas,SP
-22.51225020394538,-48.55643861501519,17350,igaracu do tiete,SP
-22.72893170107914,-47.301322143632056,13473,americana,SP
-27.09960944237496,-48.910555294766944,88353,brusque,SC
-27.12100682014913,-48.94116396455869,88350,brusque,SC
-23.614964413266776,-46.572531448929546,9510,sao caetano do sul,SP
-18.947539791563276,-48.29208537829649,38412,uberlandia,MG
-21.010986295708047,-48.20869881125268,14750,pitangueiras,SP
-19.91953334886612,-43.93684688980902,30120,belo horizonte,MG
-20.53193450696372,-47.399446711253766,14400,franca,SP
-23.605673521784304,-46.618990239800326,4131,sao paulo,SP
-22.97823619758802,-43.2372780819727,22451,rio de janeiro,RJ
-23.63874234192172,-46.63180247157553,4317,sao paulo,SP
-23.54929199999999,-46.633559478233785,1001,sao paulo,SP
-23.625482259507177,-46.7214808148768,5705,sao paulo,SP
-25.496876096024057,-49.232400160424696,81650,curitiba,PR
-23.411582298084145,-46.44838156702636,7160,guarulhos,SP
-23.468697894347372,-47.438978129410216,18085,sorocaba,SP
-25.491606559524563,-49.28283748666978,81020,curitiba,PR
-20.487978355271423,-54.65295544474596,79090,campo grande,MS
-23.534478565641404,-46.65502761740432,1226,sao paulo,SP
-23.545741270669254,-46.5926468408794,3303,sao paulo,SP
-23.54324816985976,-46.48879160352587,3567,sao paulo,SP
-23.63888466388715,-46.49858921994927,9270,santo andre,SP
-22.218988944556266,-49.64362334020589,17400,garca,SP
-21.77289607496572,-52.10945787915076,19470,presidente epitacio,SP
-30.07200823826747,-51.17719962332037,91510,porto alegre,RS
-21.7664768468313,-48.83154737836604,14940,ibitinga,SP
-23.51845531779098,-46.53268368206479,3613,sao paulo,SP
-19.878513898894187,-43.95694702879617,31255,belo horizonte,MG
-21.7664768468313,-48.83154737836604,14940,ibitinga,SP
-16.664851853384405,-49.43126821319877,74340,goiania,GO
-23.50636475575626,-46.58066375575627,2124,sao paulo,SP
-21.72886646318172,-48.68881488220222,14910,tabatinga,SP
-23.69554254235653,-46.56158498222641,9726,sbc/sp,SP
-24.709844492474502,-53.75003279931422,85904,toledo,PR
-25.506504042183643,-49.234914267961294,81730,curitiba,PR
-26.33702051096427,-48.85493475437127,89211,joinville,SC
-23.481681401610015,-46.74096265652956,5174,sao paulo,SP
-16.48006288480821,-39.06740132856377,45816,arraial d'ajuda (porto seguro),BA
-22.599254430886607,-47.37980963550319,13481,limeira,SP
-4.001649125332664,-38.62255416765451,61800,pacatuba,CE
-22.596440207291085,-46.71196868822353,13930,serra negra,SP
-23.609026190856948,-46.65965657991232,4087,sao paulo,SP
-22.876208978908178,-43.56012203941369,23095,rio de janeiro,RJ
-15.541663809048414,-47.34169173258697,73801,formosa,GO
-23.478156,-46.5416505,7023,guarulhos,SP
-23.55487039661836,-46.5943762934965,3167,sao paulo,SP
-23.744100100187264,-46.70674982003745,4833,sao paulo,SP
-22.96338484831568,-43.03302455048608,24346,niteroi,RJ
-22.264093569966427,-46.15856420525942,37564,borda da mata,MG
-25.526084940879464,-49.27440966694559,81825,curitiba,PR
-23.43162669109582,-45.07722870122336,11680,ubatuba,SP
-24.706488745846823,-54.2435539144552,85988,entre rios do oeste,PR
-22.00055438718329,-47.88585695697964,13566,sao carlos,SP
-22.243203015748463,-45.71330344759827,37540,sao paulo,SP
-21.120223443818773,-49.03876045243031,15813,catanduva,SP
-23.933071987144555,-46.32396741794616,11013,santos,SP
-22.886944522072778,-43.30459252553521,20751,rio de janeiro,RJ
-23.607693000000005,-46.75265774999998,6768,taboao da serra,SP
-23.53056214071786,-46.50599515084539,3550,sao paulo,SP
-20.474084262411907,-45.424321458052006,35570,formiga,MG
-23.52076037607479,-46.661384138207694,1139,sao paulo,SP
-23.944502325841068,-46.33124278031053,11075,santos,SP
-29.16624369279465,-51.209531752064,95012,caxias do sul,RS
-22.403381937186253,-41.80967113254423,27930,macae,RJ
-12.895112589380958,-38.33895999999978,42738,lauro de freitas,BA
-19.90514649708581,-43.95631225047614,31230,belo horizonte,MG
-22.41279106394308,-47.55498970959049,13506,rio claro,SP
-29.45957919035882,-51.96768363129545,95900,lajeado,RS
-24.984995373593296,-53.47775799446008,85804,cascavel,PR
-21.210104711049134,-47.80139005429387,14020,ribeirao preto,SP
-29.616140787882497,-52.17587557262544,95800,venancio aires,RS
-20.43684652070092,-54.67593485958462,79107,campo grande,MS
-20.796222017784032,-49.42402036205527,15041,sao jose do rio preto,SP
-26.88690680838387,-48.66214683641898,88370,navegantes,SC
-19.938406212043407,-43.93702206884405,30130,belo horizonte,MG
-23.654997981877287,-46.56934699284744,9633,sao bernardo do campo,SP
-23.6051651312828,-46.92504614654623,6717,cotia,SP
-23.490745910352587,-46.57794383819032,2220,sao paulo,SP
-23.68326401970684,-46.67979979808413,4456,sao paulo,SP
-23.961812938897538,-46.34427982528125,11070,santos,SP
-22.599254430886607,-47.37980963550319,13481,limeira,SP
-23.466737282854947,-46.90460432628395,6513,santana de parnaiba,SP
-25.49503825145709,-49.29960146295223,81050,curitiba,PR
-22.577927804605014,-44.95825089647411,12701,cruzeiro,SP
-23.45903597238433,-46.623704148839465,2372,sao paulo,SP
-21.7664768468313,-48.83154737836604,14940,ibitinga,SP
-23.68008452677597,-46.62410537301638,9920,diadema,SP
-23.523895623925213,-46.691459916180975,5041,sao paulo,SP
-23.437975269077903,-51.91385959802448,87050,maringa,PR
-29.691002326389324,-53.80623715543304,97050,santa maria,RS
-15.805754999999998,-47.96828099999999,71200,brasilia,DF
-23.529407521784314,-47.4673714103526,18047,sorocaba,SP
-20.83841198142741,-49.38082796951136,15085,sao jose do rio preto,SP
-20.806068345905757,-49.50314249273567,15130,mirassol,SP
